value
286.22
285.6
285.49
284.59
284.26
284.14
283.95
283.86
284.15
285.09
285.8
287.46
291.29
293.8
294.8
295.51
298.03
294.26
293.01
290.55
288.6
287.76
288.15
285.69
285.8
284.75
284.25
283.75
283.27
282.87
282.55
282.3
283.01
284.11
286.88
290.7
294.52
296.44
296.68
296.8
298.49
295.59
293.82
290.19
288.12
287.21
286.38
285.64
285.69
285.36
284.82
284.81
282.55
283.81
284.05
283.87
284.76
285.81
289.11
292.56
296.44
297.94
297.5
297.15
298.91
296.17
294.55
292.6
291.48
290.75
290.12
289.36
288.53
287.93
287.72
287.42
287.5
287.53
287.8
287.59
287.14
287.23
287.87
289.36
291.86
293.58
297.04
296.6
295.82
295.38
294.66
293.23
292.05
290.77
289.83
289.59
289.1
288.9
287.01
286.4
286.45
291.097
287.246
287.246
287.246
286.665
286.665
286.665
287.86
287.86
287.86
288.774
288.774
288.774
286.381
286.381
286.381
283.973
283.973
283.973
282.715
282.715
281.639
281.639
281.639
280.091
280.091
280.091
284.001
283.9790000000001
283.9790000000001
283.9790000000001
287.271
287.271
288.144
288.144
288.144
288.144
286.119
286.119
283.896
283.896
283.896
279.027
279.027
279.027
277.867
277.867
277.867
277.36
277.36
277.36
278.658
279.568
279.568
279.568
281.165
281.165
281.134
281.134
281.134
281.134
279.28700000000003
279.28700000000003
279.28700000000003
277.572
277.572
277.572
275.788
275.788
274.06
274.06
274.06
272.416
272.416
272.416
277.685
277.73
277.73
277.73
281.11400000000003
281.11400000000003
282.165
283.216
283.216
283.216
279.66900000000004
279.66900000000004
279.66900000000004
275.216
275.216
275.216
272.439
272.439
272.439
271.09
271.09
271.09
270.365
270.365
270.365
275.116
279.867
279.867
285.676
285.676
287.464
287.464
287.464
287.464
284.478
284.478
284.478
282.814
282.814
282.341
282.341
282.341
282.341
282.382
282.382
282.565
282.565
282.565
287.212
287.506
287.8
287.8
293.495
293.495
293.495
295.163
295.163
295.163
292.49
292.49
292.49
291.252
291.252
291.252
289.914
289.914
289.914
288.957
288.957
288.957
287.724
287.724
287.724
292.17
292.17
292.17
295.369
295.369
295.369
295.908
295.908
295.908
293.244
293.244
293.244
289.81
289.81
289.81
285.927
285.927
285.927
282.0490000000001
282.0490000000001
282.0490000000001
279.532
279.532
279.532
277.988
277.988
277.988
279.83
279.83
279.83
282.057
282.057
282.057
279.553
279.553
279.553
276.35
276.35
276.35
273.771
273.771
271.178
271.178
271.178
270.969
270.969
270.969
270.969
277.268
277.268
277.268
282.46
282.46
284.384
284.384
284.384
281.195
281.195
281.195
279.008
279.008
279.008
278.398
278.398
278.398
278.083
278.083
278.083
277.92900000000003
277.92900000000003
277.92900000000003
281.278
281.8335
282.389
282.389
288.1140000000001
288.1140000000001
292.399
292.399
292.399
292.089
292.089
292.089
291.613
291.613
291.613
291.381
291.381
291.381
291.628
291.628
291.628
291.573
291.573
291.573
292.24600000000004
292.9190000000001
292.7655000000001
292.612
295.426
295.426
295.426
295.931
295.931
295.931
292.535
292.535
291.153
289.771
289.771
289.771
285.78
285.78
285.78
282.891
281.9903333333333
281.0896666666667
280.189
280.189
286.252
286.975
286.975
286.975
291.422
291.422
291.872
291.872
291.872
290.271
290.271
290.271
291.151
291.151
291.151
290.368
290.368
290.368
290.823
290.823
290.823
287.4890000000001
287.4890000000001
287.4890000000001
288.865
290.724
290.724
290.724
292.344
292.344
292.473
292.473
292.473
289.64
289.64
289.64
286.623
286.623
286.623
284.634
284.634
284.634
284.223
284.223
284.223
282.865
282.865
282.865
284.881
284.881
284.881
287.952
287.952
287.952
288.834
288.834
288.834
285.584
285.584
285.584
283.628
283.628
283.628
282.737
282.737
282.737
281.361
281.361
281.361
279.525
279.525
279.525
284.603
283.0715
281.54
281.54
283.1645
284.789
285.2270000000001
285.2270000000001
285.2270000000001
281.821
281.821
281.821
278.631
278.631
278.631
276.173
276.173
276.173
275.06225
273.9515
272.84075
271.73
271.73
271.73
277.35200000000003
277.081
276.81
276.81
279.118
281.426
281.426
282.512
282.512
279.032
279.032
279.032
276.153
276.153
276.153
276.055
276.055
276.055
273.948
273.948
273.948
272.814
272.814
272.814
278.536
278.755
278.974
278.974
283.8640000000001
283.8640000000001
284.263
284.263
284.263
281.738
281.738
281.738
279.616
279.616
279.616
278.209
278.209
278.209
276.955
276.955
276.955
273.601
273.601
273.601
280.913
281.67100000000005
282.4290000000001
282.4290000000001
288.818
288.818
288.818
290.367
290.367
290.367
283.394
283.394
283.394
280.499
280.499
280.499
280.24
280.24
280.24
280.423
280.423
280.423
279.832
279.832
279.832
283.607
283.607
283.607
287.296
287.296
287.296
287.356
287.356
287.356
284.385
284.385
284.385
280.49
280.49
280.49
277.436
277.436
277.436
274.768
274.768
274.768
271.838
271.838
271.838
277.053
277.053
277.053
282.41
282.41
282.41
284.056
284.056
284.056
278.036
278.036
278.036
274.547
274.547
274.547
275.289
275.289
275.289
275.093
275.093
275.093
276.511
276.511
276.511
280.025
280.025
280.025
284.938
284.938
284.938
285.949
285.949
285.949
284.276
284.276
284.276
281.372
281.372
281.372
280.151
280.151
280.151
279.226
279.226
279.226
278.976
278.976
278.976
279.589
279.589
279.589
279.903
279.903
279.903
279.925
279.925
279.925
279.178
279.178
279.178
278.024
278.024
278.024
277.635
277.635
277.635
276.07
276.07
276.07
274.788
274.788
274.788
278.762
278.762
278.762
281.469
281.469
281.469
282.889
282.889
282.889
280.562
280.562
280.562
280.686
280.686
280.686
281.372
281.372
281.372
281.915
281.915
281.915
283.84
283.84
283.84
285.82
285.82
285.82
291.14
291.14
291.14
294.459
294.459
294.459
290.273
290.273
290.273
286.107
286.107
286.107
284.454
284.454
284.454
283.805
283.805
283.805
282.4240000000001
282.4240000000001
282.4240000000001
283.699
283.699
283.699
284.637
284.637
284.637
284.311
284.311
284.311
282.5370000000001
282.5370000000001
282.5370000000001
281.379
281.379
281.379
279.261
279.261
279.261
276.453
276.453
276.453
273.613
273.613
273.613
276.894
276.894
276.894
280.624
280.624
280.624
281.987
281.987
281.987
277.29900000000004
277.29900000000004
277.29900000000004
275.942
275.942
275.942
276.426
276.426
276.426
278.653
278.653
278.653
279.752
279.752
279.752
281.696
281.696
281.696
285.885
285.885
285.885
287.007
287.007
287.007
287.153
287.153
287.153
287.606
287.606
287.606
286.399
286.399
286.399
283.649
283.649
283.649
281.469
281.469
281.469
283.585
283.585
283.585
287.15
288.75
289.29
289.75
289.35
289.02
287.1
284.59
282.6
280.65
280.22
279.22
278.89
278.35
277.61
277.62
277.09
276.75
276.09
276.33
277.54
278.74
280.94
283.27
284.96
286.82
288.68
289.29
288.95
287.96
286.52
285.09
282.49
281.53
281.96
281.9
280.42
279.15
278.77
278.65
278.78
278.94
279.15
279.62
279.41
279.88
280.77
284.89
287.02
287.28
290.01
290.88
291.01
290.75
288.48
286.16
282.73
280.76
279.42
278.29
277.29
277.59
277.02
277.22
276.96
276.78
276.08
277.01
277.28
278.81
282.74
285.75
288.55
290.48
291.71
292.52
293.09
292.65
290.52
288.22
284.63
282.89
281.42
280.75
279.92
279.65
279.42
278.55
278.41
277.49
277.09
276.44
276.23
277.58
283.01
284.65
288.48
291.2
294.28
295.15
295.08
294.42
292.84
288.48
285.59
284.09
284.62
284.08
283.61
283.48
282.35
281.82
281.55
281.75
281.22
280.49
281.01
285.28
287.83
289.28
291.88
292.46
293.58
293.75
293.49
291.76
289.34
288.02
286.15
285.69
285.08
284.48
284.21
283.28
283.64
283.7
283.64
282.87
282.7
282.9
282.83
283.55
284.96
286.53
287.97
288.62
289.95
290.01
289.62
288.69
287.84
287.09
286.76
285.83
284.58
284.34
283.09
281.82
281.55
280.82
280.09
279.69
279.42
278.9
278.9
280.4
283.46
284.81
285.59
286.55
287.15
287.33
287.15
284.62
283.22
280.6
278.54
277.03
275.89
275.28
274.68
274.28
274.4
273.97
273.22
273.22
273.14
273.09
273.35
276.07
280.5
284.59
285.64
287.4
288.08
288.15
287.84
286.71
285.03
284.42
283.75
283.09
283.21
282.65
282.4
281.9
281.59
281.09
280.69
280.29
279.84
279.61
279.8
281.75
284.14
286.33
288.33
290.33
291.86
292.48
291.89
290.42
288.62
287.03
285.62
284.55
283.75
282.97
281.96
281.22
280.73
279.84
279.09
278.65
277.84
277.03
276.56
277.82
278.89
279.95
280.55
281.21
281.95
282.15
282.02
280.82
278.1
275.66
273.59
272.82
272.15
271.82
271.48
271.54
272.08
272.28
273.08
273.55
273.81
273.82
273.82
275.75
278.58
280.88
282.15
283.28
284.42
285.21
285.02
283.75
282.22
281.53
281.03
280.84
280.82
280.42
280.3
279.82
279.48
279.15
278.88
278.95
278.62
278.49
278.49
279.75
282.75
284.86
286.21
287.46
288.41
289.02
288.88
287.65
285.53
284.55
282.97
282.59
282.33
281.52
281.08
279.84
279.62
279.58
278.89
278.55
278.29
278.21
278.35
279.68
280.48
281.01
281.48
281.93
283.15
283.29
283.08
282.21
280.44
280.34
279.79
278.72
278.15
277.09
275.35
274.28
273.68
273.46
273.58
274.45
275.34
276.46
276.65
277.46
279.15
281.58
283.35
284.42
285.02
285.59
285.29
283.61
282.59
281.46
279.95
280.02
279.94
278.28
277.16
275.97
275.16
274.47
273.78
273.84
274.15
273.64
274.7
278.07
281.68
284.48
286.22
287.75
288.68
288.68
287.71
286.95
285.47
284.72
283.95
283.76
283.34
283.42
283.42
283.29
282.89
282.49
281.89
281.49
280.81
280.41
280.75
281.81
283.21
284.34
285.61
286.22
286.15
285.82
285.36
284.75
284.22
284.16
283.49
282.96
282.22
281.96
281.22
280.82
280.88
280.95
280.69
280.43
280.43
280.5
280.56
280.35
279.83
279.03
277.16
276.75
275.09
274.08
273.84
273.62
273.59
273.58
273.28
273.47
273.15
273.02
272.96
272.58
272.62
272.71
272.62
272.28
272.09
271.53
271.49
270.9
271.15
271.21
271.48
271.62
271.75
271.78
271.4
270.75
270.29
269.78
268.97
268.28
267.76
267.16
267.69
268.28
268.15
268.55
268.82
268.82
268.72
269.08
269.21
269.48
269.88
270.27
270.65
270.96
271.27
272.02
271.79
270.59
270.22
269.69
269.15
269.15
269.09
268.03
268.72
268.68
268.55
268.35
267.88
267.72
267.58
267.58
267.42
269.02
270.9
273.21
274.34
274.72
276.02
276.22
275.89
274.96
274.3
273.82
273.69
273.44
273.22
273.48
273.59
273.59
273.71
273.71
273.84
274.09
274.34
274.08
273.9
273.81
274.15
274.21
274.21
274.4
274.4
274.28
274.15
274.15
274.22
274.22
274.02
273.88
273.95
273.95
273.95
274.02
274.08
273.95
274.02
273.88
273.95
273.95
274.15
274.15
274.09
